filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\ControlMeasures\25200101.emf,64,Maritime Areas : Launch Area : Ellipse/Circle,Control Measure : Area,Control Measure;Maritime Control Areas;Launch Area;Ellipse/Circle;MAIN;SIDC_IS_NA;Area;Maritime Areas : Launch Area : Ellipse/Circle;25200101,25200101,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200201.emf,64,Maritime Areas : Defended Area : Ellipse/Circle,Control Measure : Area,Control Measure;Maritime Control Areas;Defended Area;Ellipse/Circle;MAIN;SIDC_IS_NA;Area;Maritime Areas : Defended Area : Ellipse/Circle;25200201,25200201,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200202.emf,64,Maritime Areas : Defended Area : Rectangle,Control Measure : Area,Control Measure;Maritime Control Areas;Defended Area;Rectangle;MAIN;SIDC_IS_NA;Area;Maritime Areas : Defended Area : Rectangle;25200202,25200202,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200300.emf,64,Maritime Areas : No Attack (NOTACK) Zone,Control Measure : Area,Control Measure;Maritime Control Areas;No Attack (NOTACK) Zone;MAIN;SIDC_IS_NA;Area;Maritime Areas : No Attack (NOTACK) Zone;25200300,25200300,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200400.emf,64,Maritime Areas : Ship Area of Interest,Control Measure : Area,Control Measure;Maritime Control Areas;Ship Area of Interest;MAIN;SIDC_IS_NA;Area;Maritime Areas : Ship Area of Interest;25200400,25200400,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200401.emf,64,Maritime Areas : Ship Area of Interest : Ellipse/Circle,Control Measure : Area,Control Measure;Maritime Control Areas;Ship Area of Interest;Ellipse/Circle;MAIN;SIDC_IS_NA;Area;Maritime Areas : Ship Area of Interest : Ellipse/Circle;25200401,25200401,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200402.emf,64,Maritime Areas : Ship Area of Interest : Rectangle,Control Measure : Area,Control Measure;Maritime Control Areas;Ship Area of Interest;Rectangle;MAIN;SIDC_IS_NA;Area;Maritime Areas : Ship Area of Interest : Rectangle;25200402,25200402,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200500.emf,64,Maritime Areas : Active Maneuver Area,Control Measure : Area,Control Measure;Maritime Control Areas;Active Maneuver Area;MAIN;SIDC_IS_NA;Area;Maritime Areas : Active Maneuver Area;25200500,25200500,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200600.emf,64,Maritime Areas : Cued Acquisition Doctrine,Control Measure : Area,Control Measure;Maritime Control Areas;Cued Acquisition Doctrine;MAIN;SIDC_IS_NA;Area;Maritime Areas : Cued Acquisition Doctrine;25200600,25200600,Area,
{Symbols_Root}\Appendices\ControlMeasures\25200700.emf,64,Maritime Areas : Radar Search Doctrine,Control Measure : Area,Control Measure;Maritime Control Areas;Radar Search Doctrine;MAIN;SIDC_IS_NA;Area;Maritime Areas : Radar Search Doctrine;25200700,25200700,Area,
