filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\Land\20120501.emf,64,Infrastructure : Energy Facility : Electric Power,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Electric Power;MAIN;SIDC_IS_NA;Point;Infrastructure : Energy Facility : Electric Power;20120501,20120501,Point,
{Symbols_Root}\Appendices\Land\20120502.emf,64,Infrastructure : Energy Facility : Generation Station,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Generation Station;FULL_OCTAGON;E*FPEA----H****;Point;Infrastructure : Energy Facility : Generation Station;20120502,20120502,Point,
{Symbols_Root}\Appendices\Land\20120503.emf,64,Infrastructure : Energy Facility : Natural Gas Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Natural Gas Facility;FULL_OCTAGON;E*FPEB----H****;Point;Infrastructure : Energy Facility : Natural Gas Facility;20120503,20120503,Point,
{Symbols_Root}\Appendices\Land\20120504.emf,64,Infrastructure : Energy Facility : Petroleum Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Petroleum Facility;FULL_OCTAGON;SIDC_IS_NA;Point;Infrastructure : Energy Facility : Petroleum Facility;20120504,20120504,Point,
{Symbols_Root}\Appendices\Land\20120505.emf,64,Infrastructure : Energy Facility : Petroleum/Gas/Oil,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Petroleum/Gas/Oil;MAIN;S*GPIRP---H****;Point;Infrastructure : Energy Facility : Petroleum/Gas/Oil;20120505,20120505,Point,
{Symbols_Root}\Appendices\Land\20120506.emf,64,Infrastructure : Energy Facility : Propane Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;Propane Facility;FULL_OCTAGON;E*FPEE----H****;Point;Infrastructure : Energy Facility : Propane Facility;20120506,20120506,Point,
{Symbols_Root}\Appendices\Land\20120600.emf,64,Infrastructure : Government Site Infrastructure,Land Installation : Main Icon,Land Installation;Infrastructure;Government Site Infrastructure;FULL_OCTAGON;E*FPF-----H****;Point;Infrastructure : Government Site Infrastructure;20120600,20120600,Point,
{Symbols_Root}\Appendices\Land\20120701_0.emf,64,Infrastructure : Medical : Medical : Unknown,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical;Unknown;FULL_FRAME;SUGPIX----H****;Point;Infrastructure : Medical : Medical : Unknown;20120701_0,20120701_0,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120701_1.emf,64,Infrastructure : Medical : Medical : Friend,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical;Friend;FULL_FRAME;SFGPIX----H****;Point;Infrastructure : Medical : Medical : Friend;20120701_1,20120701_1,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120701_2.emf,64,Infrastructure : Medical : Medical : Neutral,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical;Neutral;FULL_FRAME;SNGPIX----H****;Point;Infrastructure : Medical : Medical : Neutral;20120701_2,20120701_2,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120701_3.emf,64,Infrastructure : Medical : Medical : Hostile,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical;Hostile;FULL_FRAME;SHGPIX----H****;Point;Infrastructure : Medical : Medical : Hostile;20120701_3,20120701_3,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120702_0.emf,64,Infrastructure : Medical : Medical Treatment Facility (Hospital) : Unknown,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical Treatment Facility (Hospital);Unknown;FULL_FRAME;SUGPIXH---H****;Point;Infrastructure : Medical : Medical Treatment Facility (Hospital) : Unknown;20120702_0,20120702_0,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120702_1.emf,64,Infrastructure : Medical : Medical Treatment Facility (Hospital) : Friend,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical Treatment Facility (Hospital);Friend;FULL_FRAME;SFGPIXH---H****;Point;Infrastructure : Medical : Medical Treatment Facility (Hospital) : Friend;20120702_1,20120702_1,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120702_2.emf,64,Infrastructure : Medical : Medical Treatment Facility (Hospital) : Neutral,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical Treatment Facility (Hospital);Neutral;FULL_FRAME;SNGPIXH---H****;Point;Infrastructure : Medical : Medical Treatment Facility (Hospital) : Neutral;20120702_2,20120702_2,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120702_3.emf,64,Infrastructure : Medical : Medical Treatment Facility (Hospital) : Hostile,Land Installation : Main Icon,Land Installation;Infrastructure;Medical Infrastructure;Medical Treatment Facility (Hospital);Hostile;FULL_FRAME;SHGPIXH---H****;Point;Infrastructure : Medical : Medical Treatment Facility (Hospital) : Hostile;20120702_3,20120702_3,Point,icon touches frame;
{Symbols_Root}\Appendices\Land\20120800.emf,64,Infrastructure : Military,Land Installation : Main Icon,Land Installation;Infrastructure;Military Infrastructure;FULL_OCTAGON;E*FPG-----H****;Point;Infrastructure : Military;20120800,20120800,Point,
