filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\ControlMeasures\25200600.emf,64,Maritime Areas : Cued Acquisition Doctrine,Control Measure : Point,Control Measure;Maritime Control Areas;Cued Acquisition Doctrine;NEW_AT_2525D;MAIN;Point;Maritime Areas : Cued Acquisition Doctrine;25200600,25200600,Point,
{Symbols_Root}\Appendices\ControlMeasures\25200700.emf,64,Maritime Areas : Radar Search Doctrine,Control Measure : Point,Control Measure;Maritime Control Areas;Radar Search Doctrine;NEW_AT_2525D;MAIN;Point;Maritime Areas : Radar Search Doctrine;25200700,25200700,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210100.emf,64,Maritime Points : Plan Ship,Control Measure : Point,Control Measure;Maritime Control Points;Plan Ship;NEW_AT_2525D;MAIN;Point;Maritime Points : Plan Ship;25210100,25210100,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210200.emf,64,Maritime Points : Aim Point,Control Measure : Point,Control Measure;Maritime Control Points;Aim Point;G*GPGPWA--****X;MAIN;Point;Maritime Points : Aim Point;25210200,25210200,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210300.emf,64,Maritime Points : Defended Asset,Control Measure : Point,Control Measure;Maritime Control Points;Defended Asset;NEW_AT_2525D;MAIN;Point;Maritime Points : Defended Asset;25210300,25210300,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210400.emf,64,Maritime Points : Drop Point,Control Measure : Point,Control Measure;Maritime Control Points;Drop Point;G*GPGPWD--****X;MAIN;Point;Maritime Points : Drop Point;25210400,25210400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210500.emf,64,Maritime Points : Entry Point,Control Measure : Point,Control Measure;Maritime Control Points;Entry Point;G*GPGPWE--****X;MAIN;Point;Maritime Points : Entry Point;25210500,25210500,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210600.emf,64,Maritime Points : Air Detonation,Control Measure : Point,Control Measure;Maritime Control Points;Air Detonation;NEW_AT_2525D;MAIN;Point;Maritime Points : Air Detonation;25210600,25210600,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210700.emf,64,Maritime Points : Ground Zero,Control Measure : Point,Control Measure;Maritime Control Points;Ground Zero;G*GPGPWG--****X;MAIN;Point;Maritime Points : Ground Zero;25210700,25210700,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210800.emf,64,Maritime Points : Impact Point,Control Measure : Point,Control Measure;Maritime Control Points;Impact Point;G*GPGPWI--****X;MAIN;Point;Maritime Points : Impact Point;25210800,25210800,Point,
{Symbols_Root}\Appendices\ControlMeasures\25210900.emf,64,Maritime Points : Predicted Impact Point,Control Measure : Point,Control Measure;Maritime Control Points;Predicted Impact Point;G*GPGPWP--****X;MAIN;Point;Maritime Points : Predicted Impact Point;25210900,25210900,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211000.emf,64,Maritime Points : Launched Torpedo,Control Measure : Point,Control Measure;Maritime Control Points;Launched Torpedo;NEW_AT_2525D;MAIN;Point;Maritime Points : Launched Torpedo;25211000,25211000,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211100.emf,64,Maritime Points : Missile Detection Point,Control Measure : Point,Control Measure;Maritime Control Points;Missile Detection Point;G*GPGPWM--****X;MAIN;Point;Maritime Points : Missile Detection Point;25211100,25211100,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211200.emf,64,Maritime Points : Acoustic Countermeasure (Decoy),Control Measure : Point,Control Measure;Maritime Control Points;Acoustic Countermeasure (Decoy);NEW_AT_2525D;MAIN;Point;Maritime Points : Acoustic Countermeasure (Decoy);25211200,25211200,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211300.emf,64,Maritime Points : Electronic Countermeasures (ECM) Decoy,Control Measure : Point,Control Measure;Maritime Control Points;Electronic Countermeasures (ECM) Decoy;NEW_AT_2525D;MAIN;Point;Maritime Points : Electronic Countermeasures (ECM) Decoy;25211300,25211300,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211400.emf,64,Maritime Points : Brief Contact,Control Measure : Point,Control Measure;Maritime Control Points;Brief Contact;G*GPGPUUB-****X;MAIN;Point;Maritime Points : Brief Contact;25211400,25211400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211500.emf,64,Maritime Points : Datum Lost Contact,Control Measure : Point,Control Measure;Maritime Control Points;Datum Lost Contact;G*GPGPUUD-****X;MAIN;Point;Maritime Points : Datum Lost Contact;25211500,25211500,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211600.emf,64,Maritime Points : BT Buoy Drop,Control Measure : Point,Control Measure;Maritime Control Points;BT Buoy Drop;NEW_AT_2525D;MAIN;Point;Maritime Points : BT Buoy Drop;25211600,25211600,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211700.emf,64,Maritime Points : Reported Bottom Sub,Control Measure : Point,Control Measure;Maritime Control Points;Reported Bottom Sub;NEW_AT_2525D;MAIN;Point;Maritime Points : Reported Bottom Sub;25211700,25211700,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211800.emf,64,Maritime Points : Moving Haven,Control Measure : Point,Control Measure;Maritime Control Points;Moving Haven;NEW_AT_2525D;MAIN;Point;Maritime Points : Moving Haven;25211800,25211800,Point,
{Symbols_Root}\Appendices\ControlMeasures\25211900.emf,64,Maritime Points : Screen Center,Control Measure : Point,Control Measure;Maritime Control Points;Screen Center;NEW_AT_2525D;MAIN;Point;Maritime Points : Screen Center;25211900,25211900,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212000.emf,64,Maritime Points : Lost Contact,Control Measure : Point,Control Measure;Maritime Control Points;Lost Contact;G*GPGPUUL-****X;MAIN;Point;Maritime Points : Lost Contact;25212000,25212000,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212100.emf,64,Maritime Points : Sinker,Control Measure : Point,Control Measure;Maritime Control Points;Sinker;G*GPGPUUS-****X;MAIN;Point;Maritime Points : Sinker;25212100,25212100,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212200.emf,64,Maritime Points : Trial Track,Control Measure : Point,Control Measure;Maritime Control Points;Trial Track;NEW_AT_2525D;MAIN;Point;Maritime Points : Trial Track;25212200,25212200,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212300.emf,64,Maritime Points : Acoustic Fix,Control Measure : Point,Control Measure;Maritime Control Points;Acoustic Fix;G*OPFA----****X;MAIN;Point;Maritime Points : Acoustic Fix;25212300,25212300,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212400.emf,64,Maritime Points : Electromagnetic Fix,Control Measure : Point,Control Measure;Maritime Control Points;Electromagnetic Fix;G*OPFE----****X;MAIN;Point;Maritime Points : Electromagnetic Fix;25212400,25212400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212500.emf,64,Maritime Points : Electromagnetic - Magnetic Anomaly Detection (MAD),Control Measure : Point,Control Measure;Maritime Control Points;Electromagnetic - Magnetic Anomaly Detection (MAD);NEW_AT_2525D;MAIN;Point;Maritime Points : Electromagnetic - Magnetic Anomaly Detection (MAD);25212500,25212500,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212600.emf,64,Maritime Points : Optical Fix,Control Measure : Point,Control Measure;Maritime Control Points;Optical Fix;G*OPFO----****X;MAIN;Point;Maritime Points : Optical Fix;25212600,25212600,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212700.emf,64,Maritime Points : Formation,Control Measure : Point,Control Measure;Maritime Control Points;Formation;G*GPGPF---****X;MAIN;Point;Maritime Points : Formation;25212700,25212700,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212800.emf,64,Maritime Points : Harbor,Control Measure : Point,Control Measure;Maritime Control Points;Harbor;G*GPGPH---****X;MAIN;Point;Maritime Points : Harbor;25212800,25212800,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212901.emf,64,Maritime Points : Harbor Entrance Point : A,Control Measure : Point,Control Measure;Maritime Control Points;Harbor Entrance Point;A;G*GPGPHA--****X;MAIN;Point;Maritime Points : Harbor Entrance Point : A;25212901,25212901,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212902.emf,64,Maritime Points : Harbor Entrance Point : Q,Control Measure : Point,Control Measure;Maritime Control Points;Harbor Entrance Point;Q;G*GPGPHQ--****X;MAIN;Point;Maritime Points : Harbor Entrance Point : Q;25212902,25212902,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212903.emf,64,Maritime Points : Harbor Entrance Point : X,Control Measure : Point,Control Measure;Maritime Control Points;Harbor Entrance Point;X;G*GPGPHX--****X;MAIN;Point;Maritime Points : Harbor Entrance Point : X;25212903,25212903,Point,
{Symbols_Root}\Appendices\ControlMeasures\25212904.emf,64,Maritime Points : Harbor Entrance Point : Y,Control Measure : Point,Control Measure;Maritime Control Points;Harbor Entrance Point;Y;G*GPGPHY--****X;MAIN;Point;Maritime Points : Harbor Entrance Point : Y;25212904,25212904,Point,
