# Generated from: https://github.com/Esri/military-features-data/tree/master/data/mil2525c
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt

Electronic Ranging U,SUGPUUSX-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Electronic Ranging; Unknown; Sugpuusx-------
Electronic Warfare Corps F,SFGPUUMSEC-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Corps; Friendly; Sfgpuumsec-----
Electronic Warfare Corps H,SHGPUUMSEC-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Corps; Hostile; Shgpuumsec-----
Electronic Warfare Corps N,SNGPUUMSEC-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Corps; Neutral; Sngpuumsec-----
Electronic Warfare Corps U,SUGPUUMSEC-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Corps; Unknown; Sugpuumsec-----
Electronic Warfare F,SFGPUUMSE------,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Friendly; Sfgpuumse------
Electronic Warfare H,SHGPUUMSE------,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Hostile; Shgpuumse------
Electronic Warfare N,SNGPUUMSE------,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Neutral; Sngpuumse------
Electronic Warfare Theater F,SFGPUUMSET-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Theater; Friendly; Sfgpuumset-----
Electronic Warfare Theater H,SHGPUUMSET-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Theater; Hostile; Shgpuumset-----
Electronic Warfare Theater N,SNGPUUMSET-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Theater; Neutral; Sngpuumset-----
Electronic Warfare Theater U,SUGPUUMSET-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Theater; Unknown; Sugpuumset-----
Electronic Warfare U,SUGPUUMSE------,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Unknown; Sugpuumse------
Electro-optical Corps F,SFGPUSXEC------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Corps; Friendly; Sfgpusxec------
Electro-optical Corps H,SHGPUSXEC------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Corps; Hostile; Shgpusxec------
Electro-optical Corps N,SNGPUSXEC------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Corps; Neutral; Sngpusxec------
Electro-optical Corps U,SUGPUSXEC------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Corps; Unknown; Sugpusxec------
Electro-optical F,SFGPUSXE-------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Friendly; Sfgpusxe-------
Electro-optical H,SHGPUSXE-------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Hostile; Shgpusxe-------
Electro-optical N,SNGPUSXE-------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Neutral; Sngpusxe-------
Electro-optical Theater F,SFGPUSXET------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Theater; Friendly; Sfgpusxet------
Electro-optical Theater H,SHGPUSXET------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Theater; Hostile; Shgpusxet------
Electro-optical Theater N,SNGPUSXET------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Theater; Neutral; Sngpusxet------
Electro-optical Theater U,SUGPUSXET------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Theater; Unknown; Sugpusxet------
Electro-optical U,SUGPUSXE-------,C2 UEI Ground Track Units.style,Combat Service Support - Maintenance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Maintenance; Electro-optical; Unknown; Sugpusxe-------
Engineer Combat F,SFGPUCEC-------,C2 UEI Ground Track Units.style,Combat - Engineer,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Friendly; Sfgpucec-------
Engineer Combat H,SHGPUCEC-------,C2 UEI Ground Track Units.style,Combat - Engineer,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Hostile; Shgpucec-------
Engineer Combat N,SNGPUCEC-------,C2 UEI Ground Track Units.style,Combat - Engineer,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Neutral; Sngpucec-------
Engineer Combat U,SUGPUCEC-------,C2 UEI Ground Track Units.style,Combat - Engineer,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Combat; Unknown; Sugpucec-------
Engineer F,SFGPUCE--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Friendly; Sfgpuce--------
Engineer H,SHGPUCE--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Hostile; Shgpuce--------
Engineer N,SNGPUCE--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Neutral; Sngpuce--------
Engineer U,SUGPUCE--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Engineer; Unknown; Sugpuce--------
EW Armored Wheeled Vehicle F,SFGPUUMSEA-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Armored Wheeled Vehicle; Friendly; Sfgpuumsea-----
EW Armored Wheeled Vehicle H,SHGPUUMSEA-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Armored Wheeled Vehicle; Hostile; Shgpuumsea-----
EW Armored Wheeled Vehicle N,SNGPUUMSEA-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Armored Wheeled Vehicle; Neutral; Sngpuumsea-----
EW Armored Wheeled Vehicle U,SUGPUUMSEA-----,C2 UEI Ground Track Units.style,Combat Support - Military Intelligence,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Military Intelligence; Signal Intelligence (SIGINT); Electronic Warfare; Armored Wheeled Vehicle; Unknown; Sugpuumsea-----
Exercise Assumed Friend/Planned Ground,SMGPU,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix E; Appendix G; Warfighting; Stability Operations; Emergency Management Symbols; Frame; Anticipated; X; Units; Installations; Special Operations Forces; SOF; SO; EMS; Incidents; Friendly; SMGPU
Exercise Friend Present Ground,SDGPU,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix E; Appendix G; Warfighting; Stability Operations; Emergency Management Symbols; Incidents; Frame; Present; Exercise; X; Units; Installations; Special Operations Forces; SOF; SO; EMS; SDGPU
Exercise Modifier F,EX_F,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Units; Exercise F; Appendix B; Appendix D; Appendix E; Appendix G; Military Operations; Signals Intelligence; Stability Operations; Emergency Management; Modifiers; D; EX_F
Exercise Modifier H,EX_H,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Units; Exercise H; Appendix B; Appendix D; Appendix E; Appendix G; Military Operations; Signals Intelligence; Stability Operations; Emergency Management; Modifiers; EX_H
Exercise Modifier N,EX_N,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Units; Exercise N; Appendix B; Appendix D; Appendix E; Appendix G; Military Operations; Signals Intelligence; Stability Operations; Emergency Management; Modifiers; L; EX_N
Exercise Modifier U,EX_U,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Units; Exercise U; Appendix B; Appendix D; Appendix E; Appendix G; Military Operations; Signals Intelligence; Stability Operations; Emergency Management; Modifiers; W; EX_U
Exercise Neutral Ground,SLGP,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Warfighting; Signals Intelligence; Stability Operations; Emergency Management; Exercise; Present; Units; Equipment; Installations; Special Operations; Sea Surface; SIGINT; EMS; SO; Neutral; SLGP
Exercise Neutral Planned Ground,SLGA,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Warfighting; Signals Intelligence; Stability Operations; Emergency Management; Exercise; Anticipated; Units; Equipment; Installations; Special Operations; Sea Surface; SIGINT; EMS; SO; Neutral; SLGA
Exercise Pending/Unknown Planned Ground,SGGP,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Warfighting; Signals Intelligence; Stability Operations; Emergency Management; Anticipated; X; Units; Equipment; Installations; Special Operations Forces; Pending; Unknown; SIGINT; SGGP
Exercise Unknown Ground,SWGP,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Warfighting; Signals Intelligence; Stability Operations; Emergency Management; Frame; Present; Exercise; X; Units; Equipment; Installations; Sea Surface; Special Operations Forces; SIGINT; EMS; SO; SWGP
Explosive Ordnance Disposal F,SFGPUUE--------,C2 UEI Ground Track Units.style,Combat Support,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Explosive Ordnance Disposal; Friendly; Sfgpuue--------
Explosive Ordnance Disposal H,SHGPUUE--------,C2 UEI Ground Track Units.style,Combat Support,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Explosive Ordnance Disposal; Hostile; Shgpuue--------
Explosive Ordnance Disposal N,SNGPUUE--------,C2 UEI Ground Track Units.style,Combat Support,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Explosive Ordnance Disposal; Neutral; Sngpuue--------
Explosive Ordnance Disposal U,SUGPUUE--------,C2 UEI Ground Track Units.style,Combat Support,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Explosive Ordnance Disposal; Unknown; Sugpuue--------
Faker,FAKER,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Units; Faker; Appendix B; Appendix D; Appendix E; Appendix G; Military Operations; Signals Intelligence; Stability Operations; Emergency Management; Modifiers; K ; FAKER
Faker Ground,FAKERG,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix E; Appendix G; Warfighting; Stability Operations; Emergency Management Symbols; Incidents; Frame; Present; K; Units; Installations; Special Operations Forces; SOF; SO; EMS; Faker; FAKERG
Faker Planned Ground,FAKERPG,C2 UEI Ground Track Units.style,Frame Modifiers,P,Appendix A; Appendix E; Appendix G; Warfighting; Stability Operations; Emergency Management Symbols; Frame; Anticipated; K; Units; Installations; Special Operations Forces; SOF; SO; EMS; Incidents; Friendly; Faker; FAKERPG
FD HQ Ground F,SFGUC,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Headquarters; Ground; Unit; SOF; Special Operations Force; Installations; Friendly; SFGUC
FD HQ Ground H,SHGC,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Feint; Dummy; Headquarters; Special Operations; Stability; Hostile; SHGC
FD HQ Ground N,SNGC,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Special Forces; Sea Surface; Feint; Dummy; Headquarters; Neutral; SNGC
FD HQ Ground U,SUGC,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Headquarters; Sea Surface; SOF; Unknown; SUGC
FD TF Ground F,SFGUG,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Task Force; Ground; Unit; SOF; Special Operations Force; Installations; SO; Friendly; SFGUG
FD TF Ground H,SHGG,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Feint; Dummy; Task Force; Hostile; Special Operations; Forces; Sea Surface; Stability; SHGG
FD TF Ground N,SNGG,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Special Forces; Sea Surface; Feint; Dummy; Task Force; Neutral; SNGG
FD TF Ground U,SUGG,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Task Force; Sea Surface; Special Operations Forces; SOF; Unknown; SUGG
FD TF HQ Ground F,SFGUD,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Task Force; Headquarters; Ground; Unit; SOF; Special Operations Force; Installations; SO; Friendly; SFGUD
FD TF HQ Ground H,SHGD,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; E; Warfighting; Feint; Dummy; Task Force; Headquarters; Special Operations; Stability; Hostile; SHGD
FD TF HQ Ground N,SNGD,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; E; Warfighting; Stability Operations; Special Forces; Sea Surface; Feint; Dummy; Task Force; Headquarters; SNGD
FD TF HQ Ground U,SUGD,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Appendix E; Warfighting; Stability Operations; Feint; Dummy; Task Force; Headquarters; Sea Surface; SOF; Unknown; SUGD
Feint/Dummy,SF-,C2 UEI Ground Track Units.style,Graphic Modifiers,P,Appendix A; Warfighting Symbols; Appendix E; Stability Operations; Modifiers; Feint; Dummy; FD; SF-
Field Artillery F,SFGPUCF--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Friendly; Sfgpucf--------
Field Artillery H,SHGPUCF--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Hostile; Shgpucf--------
Field Artillery Meteorological F,SFGPUCFO-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Meteorological; Friendly; Sfgpucfo-------
Field Artillery Meteorological H,SHGPUCFO-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Meteorological; Hostile; Shgpucfo-------
Field Artillery Meteorological N,SNGPUCFO-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Meteorological; Neutral; Sngpucfo-------
Field Artillery Meteorological U,SUGPUCFO-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Meteorological; Unknown; Sugpucfo-------
Field Artillery Mortar F,SFGPUCFM-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Mortar; Friendly; Sfgpucfm-------
Field Artillery Mortar H,SHGPUCFM-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Mortar; Hostile; Shgpucfm-------
Field Artillery Mortar N,SNGPUCFM-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Mortar; Neutral; Sngpucfm-------
Field Artillery Mortar U,SUGPUCFM-------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Mortar; Unknown; Sugpucfm-------
Field Artillery N,SNGPUCF--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Neutral; Sngpucf--------
Field Artillery U,SUGPUCF--------,C2 UEI Ground Track Units.style,Combat,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Unknown; Sugpucf--------
Finance Corps F,SFGPUSAFC------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Corps; Friendly; Sfgpusafc------
Finance Corps H,SHGPUSAFC------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Corps; Hostile; Shgpusafc------
Finance Corps N,SNGPUSAFC------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Corps; Neutral; Sngpusafc------
Finance Corps U,SUGPUSAFC------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Corps; Unknown; Sugpusafc------
Finance F,SFGPUSAF-------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Friendly; Sfgpusaf-------
Finance H,SHGPUSAF-------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Hostile; Shgpusaf-------
Finance N,SNGPUSAF-------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Neutral; Sngpusaf-------
Finance Theater F,SFGPUSAFT------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Theater; Friendly; Sfgpusaft------
Finance Theater H,SHGPUSAFT------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Theater; Hostile; Shgpusaft------
Finance Theater N,SNGPUSAFT------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Theater; Neutral; Sngpusaft------
Finance Theater U,SUGPUSAFT------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Theater; Unknown; Sugpusaft------
Finance U,SUGPUSAF-------,C2 UEI Ground Track Units.style,Combat Service Support - Admin,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Service Support; Administrative (admin); Finance; Unknown; Sugpusaf-------
Fixed Wing Recon F,SFGPUCVFR------,C2 UEI Ground Track Units.style,Combat - Aviation,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Recon; Friendly; Sfgpucvfr------
Fixed Wing Recon H,SHGPUCVFR------,C2 UEI Ground Track Units.style,Combat - Aviation,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Recon; Hostile; Shgpucvfr------
Fixed Wing Recon N,SNGPUCVFR------,C2 UEI Ground Track Units.style,Combat - Aviation,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Recon; Neutral; Sngpucvfr------
Fixed Wing Recon U,SUGPUCVFR------,C2 UEI Ground Track Units.style,Combat - Aviation,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Aviation; Fixed Wing; Recon; Unknown; Sugpucvfr------
Flash (optical) F,SFGPUCFTF------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Flash (optical); Friendly; Sfgpucftf------
Flash (optical) H,SHGPUCFTF------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Flash (optical); Hostile; Shgpucftf------
Flash (optical) N,SNGPUCFTF------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Flash (optical); Neutral; Sngpucftf------
Flash (optical) U,SUGPUCFTF------,C2 UEI Ground Track Units.style,Combat - Field Artillery,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Field Artillery; Target Acquisition; Flash (optical); Unknown; Sugpucftf------
Force F,SFGPUCRRF------,C2 UEI Ground Track Units.style,Combat - Reconnaissance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Marine; Force; Friendly; Sfgpucrrf------
Force H,SHGPUCRRF------,C2 UEI Ground Track Units.style,Combat - Reconnaissance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Marine; Force; Hostile; Shgpucrrf------
Force N,SNGPUCRRF------,C2 UEI Ground Track Units.style,Combat - Reconnaissance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Marine; Force; Neutral; Sngpucrrf------
Force U,SUGPUCRRF------,C2 UEI Ground Track Units.style,Combat - Reconnaissance,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Reconnaissance; Marine; Force; Unknown; Sugpucrrf------
Forward Communications F,SFGPUUSF-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Forward Communications; Friendly; Sfgpuusf-------
Forward Communications H,SHGPUUSF-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Forward Communications; Hostile; Shgpuusf-------
Forward Communications N,SNGPUUSF-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Forward Communications; Neutral; Sngpuusf-------
Forward Communications U,SUGPUUSF-------,C2 UEI Ground Track Units.style,Combat Support - Signal Unit,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat Support; Signal Unit; Forward Communications; Unknown; Sugpuusf-------
Ground Dismounted F,SFGPUCSGD------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Dismounted; Friendly; Sfgpucsgd------
Ground Dismounted H,SHGPUCSGD------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Dismounted; Hostile; Shgpucsgd------
Ground Dismounted N,SNGPUCSGD------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Dismounted; Neutral; Sngpucsgd------
Ground Dismounted U,SUGPUCSGD------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Dismounted; Unknown; Sugpucsgd------
Ground Mechanized F,SFGPUCSGA------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Mechanized; Friendly; Sfgpucsga------
Ground Mechanized H,SHGPUCSGA------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Mechanized; Hostile; Shgpucsga------
Ground Mechanized N,SNGPUCSGA------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Mechanized; Neutral; Sngpucsga------
Ground Mechanized U,SUGPUCSGA------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Mechanized; Unknown; Sugpucsga------
Ground Motorized F,SFGPUCSGM------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Motorized; Friendly; Sfgpucsgm------
Ground Motorized H,SHGPUCSGM------,C2 UEI Ground Track Units.style,Combat - Internal Security Forces,P,Appendix A;  Warfighting Symbols; Ground Track; Unit; Combat; Internal Security Forces; Ground; Motorized; Hostile; Shgpucsgm------
