# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
E*N*BM---------,E * N * BM -- -- ** ** *,EMS.NATEVT.HYDMET.TSNMI,Tsunami,
WAS-WSTMH-P----,W A S - WS TM H- P- -- -,EMS.NATEVT.HYDMET.TSTRM,Thunder Storm,
E*N*CA---------,E * N * CA -- -- ** ** *,EMS.NATEVT.INFST.BIRD,Bird Infestation,
E*N*CB---------,E * N * CB -- -- ** ** *,EMS.NATEVT.INFST.INSCT,Insect Infestation,
E*N*CC---------,E * N * CC -- -- ** ** *,EMS.NATEVT.INFST.MICROB,Microbial Infestation,
E*N*CE---------,E * N * CE -- -- ** ** *,EMS.NATEVT.INFST.RDNT,Rodent Infestation,
E*N*CD---------,E * N * CD -- -- ** ** *,EMS.NATEVT.INFST.REPT,Reptile Infestation,
E*O*A----------,E * O * A- -- -- ** ** *,EMS.OPN.EMMED,Emergency Medical Operation,
E*O*AE---------,E * O * AE -- -- ** ** *,EMS.OPN.EMMED.AMBLNC,Ambulance,
E*O*AD----H****,E * O * AD -- -- H* ** *,EMS.OPN.EMMED.EMTLOC,Emt Station Location,
E*O*AB---------,E * O * AB -- -- ** ** *,EMS.OPN.EMMED.EQPT,Emergency Medical Operation Equipment,
E*O*AG----H****,E * O * AG -- -- H* ** *,EMS.OPN.EMMED.HDF,Health Department Facility,
S*G*IXH---H****,S * G * IX H- -- H* ** *,EMS.OPN.EMMED.HSP,Hospital,
S*S*NM---------,S * S * NM -- -- ** ** *,EMS.OPN.EMMED.HSPSHP,Hospital Ship,
E*O*AC----H****,E * O * AC -- -- H* ** *,EMS.OPN.EMMED.INS,Emergency Medical Operation Installation,
E*O*AF---------,E * O * AF -- -- ** ** *,EMS.OPN.EMMED.MEH,Medical Evacuation Helicopter,
E*O*AJ----H****,E * O * AJ -- -- H* ** *,EMS.OPN.EMMED.MFOP,Medical Facilities Out Patient,
E*O*AK----H****,E * O * AK -- -- H* ** *,EMS.OPN.EMMED.MRG,Morgue,
E*O*AL----H****,E * O * AL -- -- H* ** *,EMS.OPN.EMMED.RX,Pharmacy,
E*O*AM----H****,E * O * AM -- -- H* ** *,EMS.OPN.EMMED.TRIAGE,Triage,
E*O*AA---------,E * O * AA -- -- ** ** *,EMS.OPN.EMMED.UNT,Emergency Medical Operation Unit,
E*O*B----------,E * O * B- -- -- ** ** *,EMS.OPN.EMOPN,Emergency Operation,
E*O*BD---------,E * O * BD -- -- ** ** *,EMS.OPN.EMOPN.ECEP,Emergency Collection Evacuation Point,
E*O*BE----H****,E * O * BE -- -- H* ** *,EMS.OPN.EMOPN.EICC,Emergency Incident Command Center,
E*O*BH----H****,E * O * BH -- -- H* ** *,EMS.OPN.EMOPN.EMSHLT,Emergency Shelter,
E*O*BJ---------,E * O * BJ -- -- ** ** *,EMS.OPN.EMOPN.EMTM,Emergency Team,
E*O*BF----H****,E * O * BF -- -- H* ** *,EMS.OPN.EMOPN.EOC,Emergency Operations Center,
E*O*BG----H****,E * O * BG -- -- H* ** *,EMS.OPN.EMOPN.EPIC,Emergency Public Information Center,
E*O*BB---------,E * O * BB -- -- ** ** *,EMS.OPN.EMOPN.EQPT,Emergency Operation Equipment,
E*O*BI----H****,E * O * BI -- -- H* ** *,EMS.OPN.EMOPN.ESA,Emergency Staging Area,pt
E*O*BK----H****,E * O * BK -- -- H* ** *,EMS.OPN.EMOPN.EWDC,Emergency Water Distribution Center,
E*O*BL----H****,E * O * BL -- -- H* ** *,EMS.OPN.EMOPN.FDDIST,Emergency Food Distribution Center,
E*O*BC----H****,E * O * BC -- -- H* ** *,EMS.OPN.EMOPN.INS,Emergency Operation Installation,
E*O*BA---------,E * O * BA -- -- ** ** *,EMS.OPN.EMOPN.UNT,Emergency Operation Unit,
E*O*C----------,E * O * C- -- -- ** ** *,EMS.OPN.FIRFT,Fire Fighting Operation,
E*O*CB---------,E * O * CB -- -- ** ** *,EMS.OPN.FIRFT.FIRFTE,Fire Fighting Operation Equipment,
E*O*CA---------,E * O * CA -- -- ** ** *,EMS.OPN.FIRFT.FIRFTU,Fire Fighting Operation Unit,
E*O*CC---------,E * O * CC -- -- ** ** *,EMS.OPN.FIRFT.FIRHYD,Fire Hydrant,
E*O*CE----H****,E * O * CE -- -- H* ** *,EMS.OPN.FIRFT.FIRSTN,Fire Station,
E*O*CD----H****,E * O * CD -- -- H* ** *,EMS.OPN.FIRFT.OTHH2O,Other Water Supply Location,
E*O*D----------,E * O * D- -- -- ** ** *,EMS.OPN.LAWENF,Law Enforcement Operation,
E*O*DD---------,E * O * DD -- -- ** ** *,EMS.OPN.LAWENF.ATF,Atf,
E*O*DDB--------,E * O * DD B- -- ** ** *,EMS.OPN.LAWENF.ATF.ATFEQP,Atf Equipment,
E*O*DDC---H****,E * O * DD C- -- H* ** *,EMS.OPN.LAWENF.ATF.ATFINS,Atf Installation,
E*O*DDA--------,E * O * DD A- -- ** ** *,EMS.OPN.LAWENF.ATF.ATFUNT,Atf Unit,
E*O*DE---------,E * O * DE -- -- ** ** *,EMS.OPN.LAWENF.BDRPT,Border Patrol,
E*O*DEB--------,E * O * DE B- -- ** ** *,EMS.OPN.LAWENF.BDRPT.BDRPTE,Border Patrol Equipment,
E*O*DEC---H****,E * O * DE C- -- H* ** *,EMS.OPN.LAWENF.BDRPT.BDRPTI,Border Patrol Installation,
E*O*DEA--------,E * O * DE A- -- ** ** *,EMS.OPN.LAWENF.BDRPT.BDRPTU,Border Patrol Unit,
E*O*DN---------,E * O * DN -- -- ** ** *,EMS.OPN.LAWENF.CSTGD,Coast Guard,
S*S*XL---------,S * S * XL -- -- ** ** *,EMS.OPN.LAWENF.CSTGD.CSTGDE,Coast Guard Equipment,
E*O*DNC---H****,E * O * DN C- -- H* ** *,EMS.OPN.LAWENF.CSTGD.CSTGDI,Coast Guard Installation,
E*O*DNA--------,E * O * DN A- -- ** ** *,EMS.OPN.LAWENF.CSTGD.CSTGDU,Coast Guard Unit,
E*O*DF---------,E * O * DF -- -- ** ** *,EMS.OPN.LAWENF.CSTM,Customs Service,
E*O*DFB--------,E * O * DF B- -- ** ** *,EMS.OPN.LAWENF.CSTM.CSTMEQ,Customs Service Equipment,
E*O*DFC---H****,E * O * DF C- -- H* ** *,EMS.OPN.LAWENF.CSTM.CSTMIN,Customs Service Installation,
E*O*DFA--------,E * O * DF A- -- ** ** *,EMS.OPN.LAWENF.CSTM.CSTMUN,Customs Service Unit,
E*O*DG---------,E * O * DG -- -- ** ** *,EMS.OPN.LAWENF.DEA,Dea,
E*O*DGB--------,E * O * DG B- -- ** ** *,EMS.OPN.LAWENF.DEA.DEAEQP,Dea Equipment,
E*O*DGC---H****,E * O * DG C- -- H* ** *,EMS.OPN.LAWENF.DEA.DEAINS,Dea Installation,
E*O*DGA--------,E * O * DG A- -- ** ** *,EMS.OPN.LAWENF.DEA.DEAUNT,Dea Unit,
E*O*DH---------,E * O * DH -- -- ** ** *,EMS.OPN.LAWENF.DOJ,Doj,
E*O*DHA--------,E * O * DH A- -- ** ** *,EMS.OPN.LAWENF.DOJ.DOJ,Doj Unit,
E*O*DHB--------,E * O * DH B- -- ** ** *,EMS.OPN.LAWENF.DOJ.DOJEQP,Doj Equipment,
E*O*DHC---H****,E * O * DH C- -- H* ** *,EMS.OPN.LAWENF.DOJ.DOJINS,Doj Installation,
E*O*DI---------,E * O * DI -- -- ** ** *,EMS.OPN.LAWENF.FBI,Fbi,
E*O*DIB--------,E * O * DI B- -- ** ** *,EMS.OPN.LAWENF.FBI.FBIEQP,Fbi Equipment,
E*O*DIC---H****,E * O * DI C- -- H* ** *,EMS.OPN.LAWENF.FBI.FBIINS,Fbi Installation,
E*O*DIA--------,E * O * DI A- -- ** ** *,EMS.OPN.LAWENF.FBI.FBIUNT,Fbi Unit,
E*O*DB---------,E * O * DB -- -- ** ** *,EMS.OPN.LAWENF.LAWENE,Law Enforcement Operation Equipment,
E*O*DC----H****,E * O * DC -- -- H* ** *,EMS.OPN.LAWENF.LAWENI,Law Enforcement Operation Installation,
E*O*DA---------,E * O * DA -- -- ** ** *,EMS.OPN.LAWENF.LAWENU,Law Enforcement Operation Unit,
E*O*DJ---------,E * O * DJ -- -- ** ** *,EMS.OPN.LAWENF.POL,Police,
E*O*DJB--------,E * O * DJ B- -- ** ** *,EMS.OPN.LAWENF.POL.POLEQP,Police Equipment,
E*O*DJC---H****,E * O * DJ C- -- H* ** *,EMS.OPN.LAWENF.POL.POLINS,Police Installation,
S*G*UULC-------,S * G * UU LC -- ** ** *,EMS.OPN.LAWENF.POL.POLUNT,Police Unit,
E*O*DK---------,E * O * DK -- -- ** ** *,EMS.OPN.LAWENF.PRSN,Prison,
E*O*DL---------,E * O * DL -- -- ** ** *,EMS.OPN.LAWENF.SECSR,Secret Service,
E*O*DLB--------,E * O * DL B- -- ** ** *,EMS.OPN.LAWENF.SECSR.SECSRE,Secret Service Equipment,
E*O*DLC---H****,E * O * DL C- -- H* ** *,EMS.OPN.LAWENF.SECSR.SECSRI,Secret Service Installation,
E*O*DLA--------,E * O * DL A- -- ** ** *,EMS.OPN.LAWENF.SECSR.SECSRU,Secret Service Unit,
E*O*DM---------,E * O * DM -- -- ** ** *,EMS.OPN.LAWENF.TSA,Tsa,
E*O*DMB--------,E * O * DM B- -- ** ** *,EMS.OPN.LAWENF.TSA.TSAEQP,Tsa Equipment,
E*O*DMC---H****,E * O * DM C- -- H* ** *,EMS.OPN.LAWENF.TSA.TSAINS,Tsa Installation,
E*O*DMA--------,E * O * DM A- -- ** ** *,EMS.OPN.LAWENF.TSA.TSAUNT,Tsa Unit,
E*O*DO---------,E * O * DO -- -- ** ** *,EMS.OPN.LAWENF.USMAR,Us Marshals Service,
E*O*DOB--------,E * O * DO B- -- ** ** *,EMS.OPN.LAWENF.USMAR.USMARE,Us Marshals Service Equipment,
E*O*DOC---H****,E * O * DO C- -- H* ** *,EMS.OPN.LAWENF.USMAR.USMARI,Us Marshals Service Installation,
E*O*DOA--------,E * O * DO A- -- ** ** *,EMS.OPN.LAWENF.USMAR.USMARU,Us Marshals Service Unit,
S*G*ES---------,S * G * ES -- -- ** ** *,EMS.OPN.SNS,Sensor,
E*O*EA---------,E * O * EA -- -- ** ** *,EMS.OPN.SNS.BIO,Biological Sensor,
E*O*EB---------,E * O * EB -- -- ** ** *,EMS.OPN.SNS.CML,Chemical Sensor,
E*O*EC---------,E * O * EC -- -- ** ** *,EMS.OPN.SNS.INT,Intrusion Sensor,
E*O*ED---------,E * O * ED -- -- ** ** *,EMS.OPN.SNS.NUC,Nuclear Sensor,
E*O*EE---------,E * O * EE -- -- ** ** *,EMS.OPN.SNS.RAD,Radiological Sensor,
WA-DBAD-----A--,W A - D BA D- -- -- A- -,METOC.AMPHC.BDAWTH.DT-SD,Dust Or Sand,pg
WA-DBAFG----A--,W A - D BA FG -- -- A- -,METOC.AMPHC.BDAWTH.FG,Fog,pg
WA-DBAFP----A--,W A - D BA FP -- -- A- -,METOC.AMPHC.BDAWTH.FZPPN,Freezing-Frozen Precipitation,pg
WA-DBAI-----A--,W A - D BA I- -- -- A- -,METOC.AMPHC.BDAWTH.ICG,Icing,pg
WA-DBAIF----A--,W A - D BA IF -- -- A- -,METOC.AMPHC.BDAWTH.IFR,Instrument Flight Rule (Ifr),pg
WA-DBALPNC--A--,W A - D BA LP NC -- A- -,METOC.AMPHC.BDAWTH.LPNCI,Liquid Precipitation - Non-Convective Continuous Or Intermittent,pg
WA-DBALPC---A--,W A - D BA LP C- -- A- -,METOC.AMPHC.BDAWTH.LPNCI.LPC,Liquid Precipitation - Convective,pg
WA-DBAMV----A--,W A - D BA MV -- -- A- -,METOC.AMPHC.BDAWTH.MVFR,Marginal Visual Flight Rule (Mvfr),pg
WA-DBAFF----A--,W A - D BA FF -- -- A- -,METOC.AMPHC.BDAWTH.ODFF,Operator-Defined Freeform,pg
WA-DBATB----A--,W A - D BA TB -- -- A- -,METOC.AMPHC.BDAWTH.TRB,Turbulence,pg
WA-DBAT-----A--,W A - D BA T- -- -- A- -,METOC.AMPHC.BDAWTH.TS,Thunderstorms,pg
WAS-CCCSBCP----,W A S - CC CS BC P- -- -,METOC.AMPHC.CUDCOV.SYM.BKN,Broken Coverage,
WAS-CCCSFCP----,W A S - CC CS FC P- -- -,METOC.AMPHC.CUDCOV.SYM.FEW,Few Coverage,
WAS-CCCSOCP----,W A S - CC CS OC P- -- -,METOC.AMPHC.CUDCOV.SYM.OVC,Overcast Coverage,
WAS-CCCSSCP----,W A S - CC CS SC P- -- -,METOC.AMPHC.CUDCOV.SYM.SCT,Scattered Coverage,
WAS-CCCSCSP----,W A S - CC CS CS P- -- -,METOC.AMPHC.CUDCOV.SYM.SKC,Clear Sky,
WAS-CCCSOBP----,W A S - CC CS OB P- -- -,METOC.AMPHC.CUDCOV.SYM.STOPO,Sky Totally Or Partially Obscured,
WAS-ICL---P----,W A S - IC L- -- P- -- -,METOC.AMPHC.ICG.CLR.LIT,Clear Icing - Light,
WAS-ICM---P----,W A S - IC M- -- P- -- -,METOC.AMPHC.ICG.CLR.MOD,Clear Icing - Moderate,
WAS-ICS---P----,W A S - IC S- -- P- -- -,METOC.AMPHC.ICG.CLR.SVR,Clear Icing - Severe,
WAS-IML---P----,W A S - IM L- -- P- -- -,METOC.AMPHC.ICG.MIX.LIT,Mixed Icing - Light,
WAS-IMM---P----,W A S - IM M- -- P- -- -,METOC.AMPHC.ICG.MIX.MOD,Mixed Icing - Moderate,
WAS-IMS---P----,W A S - IM S- -- P- -- -,METOC.AMPHC.ICG.MIX.SVR,Mixed Icing - Severe,
WAS-IRL---P----,W A S - IR L- -- P- -- -,METOC.AMPHC.ICG.RIME.LIT,Rime Icing - Light,
WAS-IRM---P----,W A S - IR M- -- P- -- -,METOC.AMPHC.ICG.RIME.MOD,Rime Icing - Moderate,
WAS-IRS---P----,W A S - IR S- -- P- -- -,METOC.AMPHC.ICG.RIME.SVR,Rime Icing - Severe,
WA-DIPCO---L---,W A - D IP CO -- -L -- -,METOC.AMPHC.ISP.CTUR,Contour - Upper Air,pl
WA-DIPIB---L---,W A - D IP IB -- -L -- -,METOC.AMPHC.ISP.ISB,Isobar - Surface,pl
WA-DIPID---L---,W A - D IP ID -- -L -- -,METOC.AMPHC.ISP.ISD,Isodrosotherm,pl
WA-DIPIT---L---,W A - D IP IT -- -L -- -,METOC.AMPHC.ISP.ISH,Isotach,pl
WA-DIPIS---L---,W A - D IP IS -- -L -- -,METOC.AMPHC.ISP.IST,Isotherm,pl
WA-DIPFF---L---,W A - D IP FF -- -L -- -,METOC.AMPHC.ISP.ODFF,Operator-Defined Freeform,pl
WA-DIPTH---L---,W A - D IP TH -- -L -- -,METOC.AMPHC.ISP.THK,Thickness,pl
WA-DPFC----L---,W A - D PF C- -- -L -- -,METOC.AMPHC.PRS.FRNSYS.CLDFRN,Cold Front,pl
WA-DPFC-FG-L---,W A - D PF C- FG -L -- -,METOC.AMPHC.PRS.FRNSYS.CLDFRN.FRGS,Cold Frontogenesis,pl
WA-DPFC-FY-L---,W A - D PF C- FY -L -- -,METOC.AMPHC.PRS.FRNSYS.CLDFRN.FRLS,Cold Frontolysis,pl
WA-DPFCU---L---,W A - D PF CU -- -L -- -,METOC.AMPHC.PRS.FRNSYS.CLDFRN.UPP,Upper Cold Front,pl
WA-DPFO----L---,W A - D PF O- -- -L -- -,METOC.AMPHC.PRS.FRNSYS.OCD,Occluded Front,pl
WA-DPFO-FY-L---,W A - D PF O- FY -L -- -,METOC.AMPHC.PRS.FRNSYS.OCD.FRLS,Occluded Frontolysis,pl
WA-DPFOU---L---,W A - D PF OU -- -L -- -,METOC.AMPHC.PRS.FRNSYS.OCD.UPP,Upper Occluded Front,pl
WA-DPFS----L---,W A - D PF S- -- -L -- -,METOC.AMPHC.PRS.FRNSYS.STAT,Stationary Front,pl
WA-DPFS-FG-L---,W A - D PF S- FG -L -- -,METOC.AMPHC.PRS.FRNSYS.STAT.FRGS,Stationary Frontogenesis,pl
WA-DPFS-FY-L---,W A - D PF S- FY -L -- -,METOC.AMPHC.PRS.FRNSYS.STAT.FRLS,Stationary Frontolysis,pl
WA-DPFSU---L---,W A - D PF SU -- -L -- -,METOC.AMPHC.PRS.FRNSYS.STAT.UPP,Upper Stationary Front,pl
WA-DPFW----L---,W A - D PF W- -- -L -- -,METOC.AMPHC.PRS.FRNSYS.WRMFRN,Warm Front,pl
WA-DPFW-FG-L---,W A - D PF W- FG -L -- -,METOC.AMPHC.PRS.FRNSYS.WRMFRN.FRGS,Warm Frontogenesis,pl
WA-DPFW-FY-L---,W A - D PF W- FY -L -- -,METOC.AMPHC.PRS.FRNSYS.WRMFRN.FRLS,Warm Frontolysis,pl
WA-DPFWU---L---,W A - D PF WU -- -L -- -,METOC.AMPHC.PRS.FRNSYS.WRMFRN.UPP,Upper Warm Front,pl
WAS-PH----P----,W A S - PH -- -- P- -- -,METOC.AMPHC.PRS.HGHCTR,High Pressure Center,
WAS-PA----P----,W A S - PA -- -- P- -- -,METOC.AMPHC.PRS.HGHCTR.ACYC,Anticyclone Center,
WAS-PHT---P----,W A S - PH T- -- P- -- -,METOC.AMPHC.PRS.HGHCTR.TROPHG,Tropopause High,
WA-DPXCV---L---,W A - D PX CV -- -L -- -,METOC.AMPHC.PRS.LNE.CNGLNE,Convergance Line,pl
WA-DPXIL---L---,W A - D PX IL -- -L -- -,METOC.AMPHC.PRS.LNE.ISTB,Instability Line,pl
WA-DPXITCZ-L---,W A - D PX IT CZ -L -- -,METOC.AMPHC.PRS.LNE.ITCZ,Inter-Tropical Convergance Zone,pl
WA-DPXITD--L---,W A - D PX IT D- -L -- -,METOC.AMPHC.PRS.LNE.ITD,Inter-Tropical Discontinuity,pl
WA-DPXR----L---,W A - D PX R- -- -L -- -,METOC.AMPHC.PRS.LNE.RDGAXS,Ridge Axis,pl
WA-DPXSH---L---,W A - D PX SH -- -L -- -,METOC.AMPHC.PRS.LNE.SHA,Shear Line,pl
WA-DPXSQ---L---,W A - D PX SQ -- -L -- -,METOC.AMPHC.PRS.LNE.SSL,Severe Squall Line,pl
WA-DPXT----L---,W A - D PX T- -- -L -- -,METOC.AMPHC.PRS.LNE.TRUAXS,Trough Axis,pl
WAS-PL----P----,W A S - PL -- -- P- -- -,METOC.AMPHC.PRS.LOWCTR,Low Pressure Center,
WAS-PC----P----,W A S - PC -- -- P- -- -,METOC.AMPHC.PRS.LOWCTR.CYC,Cyclone Center,
WAS-PLT---P----,W A S - PL T- -- P- -- -,METOC.AMPHC.PRS.LOWCTR.TROPLW,Tropopause Low,
WAS-GNDEWCP----,W A S - GN DE WC P- -- -,METOC.AMPHC.STOG.WOSMIC.EXTDWC,Extremely Dry With Cracks,
WAS-GNG-TIP----,W A S - GN G- TI P- -- -,METOC.AMPHC.STOG.WOSMIC.GLZGRD,Glaze (Thin Ice) On Ground,
WAS-GNLDN-P----,W A S - GN LD N- P- -- -,METOC.AMPHC.STOG.WOSMIC.LDNCGC,Loose Dry Dust Or Sand Not Covering Ground Completely,
WAS-GNLDMCP----,W A S - GN LD MC P- -- -,METOC.AMPHC.STOG.WOSMIC.MLDCGC,Moderate/Thick Loose Dry Dust Or Sand Covering Ground Completely,
WAS-GND-NCP----,W A S - GN D- NC P- -- -,METOC.AMPHC.STOG.WOSMIC.SUFDRY,Surface Dry Without Cracks Or Appreciable Dust Or Loose Sand,
WAS-GNFL--P----,W A S - GN FL -- P- -- -,METOC.AMPHC.STOG.WOSMIC.SUFFLD,Surface Flooded,
WAS-GNFZ--P----,W A S - GN FZ -- P- -- -,METOC.AMPHC.STOG.WOSMIC.SUFFZN,Surface Frozen,
WAS-GNM---P----,W A S - GN M- -- P- -- -,METOC.AMPHC.STOG.WOSMIC.SUFMST,Surface Moist,
WAS-GNW-SWP----,W A S - GN W- SW P- -- -,METOC.AMPHC.STOG.WOSMIC.SUFWET,Surface Wet  Standing Water In Small Or Large Pools,
WAS-GNLDTCP----,W A S - GN LD TC P- -- -,METOC.AMPHC.STOG.WOSMIC.TLDCGC,Thin Loose Dry Dust Or Sand Covering Ground Completely,
WAS-GSSCH-P----,W A S - GS SC H- P- -- -,METOC.AMPHC.STOG.WSMIC.CSNALH,Compact Or Wet Snow (With Or Without Ice) Covering At Least One-Half Ground  But Ground Not Completely Covered,
WAS-GSSCL-P----,W A S - GS SC L- P- -- -,METOC.AMPHC.STOG.WSMIC.CWSNLH,Compact Or Wet Snow (With Or Without Ice) Covering Less Than One-Half Of Ground,
WAS-GSSCCEP----,W A S - GS SC CE P- -- -,METOC.AMPHC.STOG.WSMIC.ELCSCG,Even Layer Of Compact Or Wet Snow Covering Ground Completely,
WAS-GSSLCEP----,W A S - GS SL CE P- -- -,METOC.AMPHC.STOG.WSMIC.ELDSCG,Even Layer Of Loose Dry Snow Covering Ground Completely,
WAS-GSSLH-P----,W A S - GS SL H- P- -- -,METOC.AMPHC.STOG.WSMIC.LDSALH,Loose Dry Snow Covering At Least One-Half Ground But Ground Not Completely Covered,
WAS-GSSLL-P----,W A S - GS SL L- P- -- -,METOC.AMPHC.STOG.WSMIC.LDSNLH,Loose Dry Snow Covering Less Than One-Half Of Ground,
WAS-GSI---P----,W A S - GS I- -- P- -- -,METOC.AMPHC.STOG.WSMIC.PDMIC,Predominately Ice Covered,
WAS-GSSDC-P----,W A S - GS SD C- P- -- -,METOC.AMPHC.STOG.WSMIC.SCGC,Snow Covering Ground Completely; Deep Drifts,
WAS-GSSCCUP----,W A S - GS SC CU P- -- -,METOC.AMPHC.STOG.WSMIC.ULCSCG,Uneven Layer Of Compact Or Wet Snow Covering Ground Completely,
WAS-GSSLCUP----,W A S - GS SL CU P- -- -,METOC.AMPHC.STOG.WSMIC.ULDSCG,Uneven Layer Of Loose Dry Snow Covering Ground Completely,
WAS-TE----P----,W A S - TE -- -- P- -- -,METOC.AMPHC.TRB.EXT,Turbulence - Extreme,
WAS-TL----P----,W A S - TL -- -- P- -- -,METOC.AMPHC.TRB.LIT,Turbulence - Light,
WAS-T-MW--P----,W A S - T- MW -- P- -- -,METOC.AMPHC.TRB.MNTWAV,Mountain Waves,
WAS-TM----P----,W A S - TM -- -- P- -- -,METOC.AMPHC.TRB.MOD,Turbulence - Moderate,
WAS-TS----P----,W A S - TS -- -- P- -- -,METOC.AMPHC.TRB.SVR,Turbulence - Severe,
WAS-WC----P----,W A S - WC -- -- P- -- -,METOC.AMPHC.WND.CALM,Calm Winds,
WA-DWJ-----L---,W A - D WJ -- -- -L -- -,METOC.AMPHC.WND.JTSM,Jet Stream,pl
WAS-WP----P----,W A S - WP -- -- P- -- -,METOC.AMPHC.WND.PLT,Wind Plot,pl
WA-DWS-----L---,W A - D WS -- -- -L -- -,METOC.AMPHC.WND.SMLNE,Stream Line,pl
WAS-WSDB--P----,W A S - WS DB -- P- -- -,METOC.AMPHC.WTH.DT-SD.BLDTSD,Blowing Dust Or Sand,
WAS-WSDD--P----,W A S - WS DD -- P- -- -,METOC.AMPHC.WTH.DT-SD.DTDVL,Dust Devil,
WAS-WSDSLMP----,W A S - WS DS LM P- -- -,METOC.AMPHC.WTH.DT-SD.LITMOD,Dust-Sand Storm - Light To Moderate,
WAS-WSDSS-P----,W A S - WS DS S- P- -- -,METOC.AMPHC.WTH.DT-SD.SVR,Dust-Sand Storm - Severe,
WAS-WSD-HIP----,W A S - WS D- HI P- -- -,METOC.AMPHC.WTH.DZ.INMHVY,Drizzle - Intermittent Heavy,
WAS-WSD-HCP----,W A S - WS D- HC P- -- -,METOC.AMPHC.WTH.DZ.INMHVY.CTSHVY,Drizzle - Continuous Heavy,
WAS-WSD-LIP----,W A S - WS D- LI P- -- -,METOC.AMPHC.WTH.DZ.INMLIT,Drizzle - Intermittent Light,
WAS-WSD-LCP----,W A S - WS D- LC P- -- -,METOC.AMPHC.WTH.DZ.INMLIT.CTSLIT,Drizzle - Continuous Light,
WAS-WSD-MIP----,W A S - WS D- MI P- -- -,METOC.AMPHC.WTH.DZ.INMMOD,Drizzle - Intermittent Moderate,
WAS-WSD-MCP----,W A S - WS D- MC P- -- -,METOC.AMPHC.WTH.DZ.INMMOD.CTSMOD,Drizzle - Continuous Moderate,
WAS-WSFGFOP----,W A S - WS FG FO P- -- -,METOC.AMPHC.WTH.FG.FZSNV,Fog - Freezing  Sky Not Visible,
WAS-WSFGFVP----,W A S - WS FG FV P- -- -,METOC.AMPHC.WTH.FG.FZSV,Fog - Freezing  Sky Visible,
WAS-WSFGP-P----,W A S - WS FG P- P- -- -,METOC.AMPHC.WTH.FG.PTHY,Fog - Patchy,
WAS-WSFGCSP----,W A S - WS FG CS P- -- -,METOC.AMPHC.WTH.FG.SHWCTS,Fog - Shallow Continuous,
WAS-WSFGPSP----,W A S - WS FG PS P- -- -,METOC.AMPHC.WTH.FG.SHWPTH,Fog - Shallow Patches,
WAS-WSFGSOP----,W A S - WS FG SO P- -- -,METOC.AMPHC.WTH.FG.SKYOBD,Fog - Sky Obscured,
WAS-WSFGSVP----,W A S - WS FG SV P- -- -,METOC.AMPHC.WTH.FG.SKYVSB,Fog - Sky Visible,
WAS-WSFU--P----,W A S - WS FU -- P- -- -,METOC.AMPHC.WTH.FU,Smoke,
WAS-WSDFL-P----,W A S - WS DF L- P- -- -,METOC.AMPHC.WTH.FZDZ.LIT,Freezing Drizzle - Light,
WAS-WSDFMHP----,W A S - WS DF MH P- -- -,METOC.AMPHC.WTH.FZDZ.MODHVY,Freezing Drizzle - Moderate/Heavy,
WAS-WSF-LVP----,W A S - WS F- LV P- -- -,METOC.AMPHC.WTH.FZLVL,Freezing Level,
WAS-WSRFL-P----,W A S - WS RF L- P- -- -,METOC.AMPHC.WTH.FZRA.LIT,Freezing Rain - Light,
WAS-WSRFMHP----,W A S - WS RF MH P- -- -,METOC.AMPHC.WTH.FZRA.MODHVY,Freezing Rain - Moderate/Heavy,
WAS-WSGRL-P----,W A S - WS GR L- P- -- -,METOC.AMPHC.WTH.HL.LIT,Hail - Light Not Associated With Thunder,
WAS-WSGRMHP----,W A S - WS GR MH P- -- -,METOC.AMPHC.WTH.HL.MODHVY,Hail - Moderate/Heavy Not Associated With Thunder,
WAS-WSHZ--P----,W A S - WS HZ -- P- -- -,METOC.AMPHC.WTH.HZ,Haze,
WAS-WSIC--P----,W A S - WS IC -- P- -- -,METOC.AMPHC.WTH.IC,Ice Crystals (Diamond Dust),
WAS-WSBR--P----,W A S - WS BR -- P- -- -,METOC.AMPHC.WTH.MIST,Mist,
WAS-WSPLH-P----,W A S - WS PL H- P- -- -,METOC.AMPHC.WTH.PE.HVY,Ice Pellets - Heavy,
WAS-WSPLL-P----,W A S - WS PL L- P- -- -,METOC.AMPHC.WTH.PE.LIT,Ice Pellets - Light,
WAS-WSPLM-P----,W A S - WS PL M- P- -- -,METOC.AMPHC.WTH.PE.MOD,Ice Pellets - Moderate,
WAS-WSUKP-P----,W A S - WS UK P- P- -- -,METOC.AMPHC.WTH.POUTAI,Precipitation Of Unknown Type And Intensity,
WAS-WSR-HIP----,W A S - WS R- HI P- -- -,METOC.AMPHC.WTH.RA.INMHVY,Rain - Intermittent Heavy,
WAS-WSR-HCP----,W A S - WS R- HC P- -- -,METOC.AMPHC.WTH.RA.INMHVY.CTSHVY,Rain - Continuous Heavy,
WAS-WSR-LIP----,W A S - WS R- LI P- -- -,METOC.AMPHC.WTH.RA.INMLIT,Rain - Intermittent Light,
WAS-WSR-LCP----,W A S - WS R- LC P- -- -,METOC.AMPHC.WTH.RA.INMLIT.CTSLIT,Rain - Continuous Light,
