# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
S*U*SNG--------,S * U * SN G- -- ** ** *,WAR.SBSUF.SUB.NPRN.GDD,Guided Missile Submarine (Ssgn),
S*U*SNM--------,S * U * SN M- -- ** ** *,WAR.SBSUF.SUB.NPRN.MSL,Missile Submarine (Type Unknown),
S*U*SNF--------,S * U * SN F- -- ** ** *,WAR.SBSUF.SUB.NPRN.SURF,Surfaced Nuclear Propulsion Submarine,
S*U*SO---------,S * U * SO -- -- ** ** *,WAR.SBSUF.SUB.OTH,Other Submersible,
S*U*SOF--------,S * U * SO F- -- ** ** *,WAR.SBSUF.SUB.OTH.SURF,Surfaced Other Submersible,
S*U*S1---------,S * U * S1 -- -- ** ** *,WAR.SBSUF.SUB.POSS1,Possible Submarine 1,
S*U*S2---------,S * U * S2 -- -- ** ** *,WAR.SBSUF.SUB.POSS2,Possible Submarine 2,
S*U*S3---------,S * U * S3 -- -- ** ** *,WAR.SBSUF.SUB.POSS3,Possible Submarine 3,
S*U*S4---------,S * U * S4 -- -- ** ** *,WAR.SBSUF.SUB.POSS4,Possible Submarine 4,
S*U*SL---------,S * U * SL -- -- ** ** *,WAR.SBSUF.SUB.PRBSUB,Probable Submarine,
S*U*SK---------,S * U * SK -- -- ** ** *,WAR.SBSUF.SUB.SNORKL,Snorkeling Submarine,
S*U*SF---------,S * U * SF -- -- ** ** *,WAR.SBSUF.SUB.SURF,Surfaced Submarine,
S*U*SU---------,S * U * SU -- -- ** ** *,WAR.SBSUF.SUB.UUV,Unmanned Underwater Vehicle (Uuv),
S*U*SUS--------,S * U * SU S- -- ** ** *,WAR.SBSUF.SUB.UUV.ASBW,Antisubmarine Warfare Subsurface Drone,
S*U*SUN--------,S * U * SU N- -- ** ** *,WAR.SBSUF.SUB.UUV.ASUW,Antisurface Warfare Subsurface Drone,
S*U*SUM--------,S * U * SU M- -- ** ** *,WAR.SBSUF.SUB.UUV.MNEW,Mine Warfare Subsurface Drone,
S*U*WD---------,S * U * WD -- -- ** ** *,WAR.SBSUF.UH2DCY,Underwater Decoy,
S*U*WDM--------,S * U * WD M- -- ** ** *,WAR.SBSUF.UH2DCY.SMDCY,Sea Mine Decoy,
S*U*WDMG-------,S * U * WD MG -- ** ** *,WAR.SBSUF.UH2DCY.SMDCY.GRND,Ground (Bottom) Decoy,
S*U*WDMM-------,S * U * WD MM -- ** ** *,WAR.SBSUF.UH2DCY.SMDCY.MOORED,Moored Decoy,
S*U*W----------,S * U * W- -- -- ** ** *,WAR.SBSUF.UH2WPN,Underwater Weapon,
S*U*WM---------,S * U * WM -- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE,Sea Mine,
S*U*WMA--------,S * U * WM A- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.ANCHOR,General Mine Anchor,
S*U*WMX--------,S * U * WM X- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.EXER,General Exercise Mine,
S*U*WMC--------,S * U * WM C- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.MILCO,General Mine-Like Contact (Milco),
S*U*WME--------,S * U * WM E- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.MILEC,General Mine-Like Echo (Milec),
S*U*WMR--------,S * U * WM R- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.NGREAC,General Negative Reacquisition,
S*U*WMN--------,S * U * WM N- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.NMMLCO,General Non-Mine Mine-Like Object,
S*U*WMD--------,S * U * WM D- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.NTRLZD,Sea Mine Neutralized,
S*U*WMB--------,S * U * WM B- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.OBSTRC,General Obstructor,
S*U*WMBD-------,S * U * WM BD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.OBSTRC.NTRLZD,General Neutralized Obstructor,
S*U*WMS--------,S * U * WM S- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.RISING,Rising Mine,
S*U*WMSX-------,S * U * WM SX -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.RISING.EXER,Rising Exercise Mine,
S*U*WMSD-------,S * U * WM SD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.RISING.NTRLZD,Rising Neutralized Mine,
S*U*WMF--------,S * U * WM F- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF,Sea Mine (Floating),
S*U*WMFX-------,S * U * WM FX -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.EXER,Floating Exercise Mine,
S*U*WMFC-------,S * U * WM FC -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.MILCO,Floating Mine-Like Contact (Milco),
S*U*WMFE-------,S * U * WM FE -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.MILEC,Floating Mine-Like Echo (Milec),
S*U*WMFR-------,S * U * WM FR -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.NGREAC,Floating Negative Reacquisition,
S*U*WMFO-------,S * U * WM FO -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.NMMLCO,Floating Non-Mine Mine-Like Contact,
S*U*WMFD-------,S * U * WM FD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMF.NTRLZD,Sea Mine (Floating) Neutralized,
S*U*WMG--------,S * U * WM G- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG,Sea Mine (Ground),
S*U*WMGX-------,S * U * WM GX -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.EXER,Ground (Bottom) Exercise Mine,
S*U*WMGC-------,S * U * WM GC -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.MILCO,Ground (Bottom) Mine-Like Contact (Milco),
S*U*WMGE-------,S * U * WM GE -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.MILEC,Ground (Bottom) Mine-Like Echo (Milec),
S*U*WMGR-------,S * U * WM GR -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.NGREAC,Ground (Bottom) Negative Reacquisition,
S*U*WMGO-------,S * U * WM GO -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.NMMLCO,Ground (Bottom) Non-Mine Mine-Like Contact,
S*U*WMGD-------,S * U * WM GD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMG.NTRLZD,Sea Mine (Ground) Neutralized,
S*U*WMM--------,S * U * WM M- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM,Sea Mine (Moored),
S*U*WMMX-------,S * U * WM MX -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.EXER,Moored Exercise Mine,
S*U*WMMC-------,S * U * WM MC -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.MILCO,Moored Mine-Like Contact,
S*U*WMME-------,S * U * WM ME -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.MILEC,Moored Mine-Like Echo,
S*U*WMMR-------,S * U * WM MR -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.NGREAC,Moored Negative Reacquisition,
S*U*WMMO-------,S * U * WM MO -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.NMMLCO,Moored Non-Mine Mine-Like Object,
S*U*WMMD-------,S * U * WM MD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMM.NTRLZD,Sea Mine (Moored) Neutralized,
S*U*WMO--------,S * U * WM O- -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMOP,Sea Mine (Other Position),
S*U*WMOD-------,S * U * WM OD -- ** ** *,WAR.SBSUF.UH2WPN.SMNE.SMOP.NTRLZD,Sea Mine (Other Position) Neutralized,
S*U*WT---------,S * U * WT -- -- ** ** *,WAR.SBSUF.UH2WPN.TPD,Torpedo,
S*U*X----------,S * U * X- -- -- ** ** *,WAR.SBSUF.UXO,Unexploded Ordnance Area,pt
S*F*-----------,S * F * -- -- -- ** ** *,WAR.SOFUNT,Special Operations Forces (Sof) Unit,
S*F*A----------,S * F * A- -- -- ** ** *,WAR.SOFUNT.AVN,Sof Unit Aviation,
S*F*AF---------,S * F * AF -- -- ** ** *,WAR.SOFUNT.AVN.FIXD,Sof Unit Fixed Wing,
S*F*AFA--------,S * F * AF A- -- ** ** *,WAR.SOFUNT.AVN.FIXD.ATK,Sof Unit Attack,
S*F*AFK--------,S * F * AF K- -- ** ** *,WAR.SOFUNT.AVN.FIXD.RFE,Sof Unit Refuel,
S*F*AFU--------,S * F * AF U- -- ** ** *,WAR.SOFUNT.AVN.FIXD.UTY,Sof Unit Utility,
S*F*AFUH-------,S * F * AF UH -- ** ** *,WAR.SOFUNT.AVN.FIXD.UTY.HVY,Sof Unit Utility (Heavy),
S*F*AFUL-------,S * F * AF UL -- ** ** *,WAR.SOFUNT.AVN.FIXD.UTY.LIT,Sof Unit Utility (Light),
S*F*AFUM-------,S * F * AF UM -- ** ** *,WAR.SOFUNT.AVN.FIXD.UTY.MDM,Sof Unit Utility (Medium),
S*F*AH---------,S * F * AH -- -- ** ** *,WAR.SOFUNT.AVN.ROT,Sof Unit Rotary Wing,
S*F*AHA--------,S * F * AH A- -- ** ** *,WAR.SOFUNT.AVN.ROT.ATK,Sof Unit Attack,
S*F*AHH--------,S * F * AH H- -- ** ** *,WAR.SOFUNT.AVN.ROT.CSAR,Sof Unit Combat Search And Rescue,
S*F*AHU--------,S * F * AH U- -- ** ** *,WAR.SOFUNT.AVN.ROT.UTY,Sof Unit Utility,
S*F*AHUH-------,S * F * AH UH -- ** ** *,WAR.SOFUNT.AVN.ROT.UTY.HVY,Sof Unit Utility (Heavy),
S*F*AHUL-------,S * F * AH UL -- ** ** *,WAR.SOFUNT.AVN.ROT.UTY.LIT,Sof Unit Utility (Light),
S*F*AHUM-------,S * F * AH UM -- ** ** *,WAR.SOFUNT.AVN.ROT.UTY.MDM,Sof Unit Utility (Medium),
S*F*AV---------,S * F * AV -- -- ** ** *,WAR.SOFUNT.AVN.VSTOL,Sof Unit V/Stol,
S*F*G----------,S * F * G- -- -- ** ** *,WAR.SOFUNT.GRD,Sof Unit Ground,
S*F*GC---------,S * F * GC -- -- ** ** *,WAR.SOFUNT.GRD.CVLAFF,Sof Unit Civil Affairs,
S*F*GP---------,S * F * GP -- -- ** ** *,WAR.SOFUNT.GRD.PSYOP,Sof Unit Psychological Operations (Psyop),
S*F*GPA--------,S * F * GP A- -- ** ** *,WAR.SOFUNT.GRD.PSYOP.FIXAVN,Sof Unit Fixed Wing Aviation,
S*F*GR---------,S * F * GR -- -- ** ** *,WAR.SOFUNT.GRD.RGR,Sof Unit Ranger,
S*F*GS---------,S * F * GS -- -- ** ** *,WAR.SOFUNT.GRD.SOF,Sof Unit Special Forces,
S*F*N----------,S * F * N- -- -- ** ** *,WAR.SOFUNT.NAV,Sof Unit Sof Unit Naval,
S*F*NB---------,S * F * NB -- -- ** ** *,WAR.SOFUNT.NAV.SBT,Sof Unit Special Boat,
S*F*NS---------,S * F * NS -- -- ** ** *,WAR.SOFUNT.NAV.SEAL,Sof Unit Seal,
S*F*NN---------,S * F * NN -- -- ** ** *,WAR.SOFUNT.NAV.SSSNR,Sof Unit Special Ssnr,
S*F*NU---------,S * F * NU -- -- ** ** *,WAR.SOFUNT.NAV.UH2DML,Sof Unit Underwater Demolition Team,
S*F*B----------,S * F * B- -- -- ** ** *,WAR.SOFUNT.SUP,Sof Unit Support,
S*P*-----------,S * P * -- -- -- ** ** *,WAR.SPC,Space Track,
S*P*V----------,S * P * V- -- -- ** ** *,WAR.SPC.CSV,Crewed Space Vehicle,
S*P*S----------,S * P * S- -- -- ** ** *,WAR.SPC.SAT,Satellite,
S*P*L----------,S * P * L- -- -- ** ** *,WAR.SPC.SLV,Space Launch Vehicle,
S*P*T----------,S * P * T- -- -- ** ** *,WAR.SPC.SST,Space Station,
S*S*-----------,S * S * -- -- -- ** ** *,WAR.SSUF,Sea Surface Track,
S*S*C----------,S * S * C- -- -- ** ** *,WAR.SSUF.CBTT,Combatant,
S*S*CA---------,S * S * CA -- -- ** ** *,WAR.SSUF.CBTT.AMPWS,Amphibious Warfare Ship,
S*S*CALA-------,S * S * CA LA -- ** ** *,WAR.SSUF.CBTT.AMPWS.ASTVES,Assault Vessel,
S*S*CALC-------,S * S * CA LC -- ** ** *,WAR.SSUF.CBTT.AMPWS.LNDCRT,Landing Craft,
S*S*CALS-------,S * S * CA LS -- ** ** *,WAR.SSUF.CBTT.AMPWS.LNDSHP,Landing Ship,
S*S*CALSM------,S * S * CA LS M- ** ** *,WAR.SSUF.CBTT.AMPWS.LNDSHP.MDM,Landing Ship Medium,
S*S*CALST------,S * S * CA LS T- ** ** *,WAR.SSUF.CBTT.AMPWS.LNDSHP.TANK,Landing Ship Tank,
S*S*CH---------,S * S * CH -- -- ** ** *,WAR.SSUF.CBTT.HOV,Hovercraft,
S*S*CL---------,S * S * CL -- -- ** ** *,WAR.SSUF.CBTT.LNE,Line,
S*S*CLBB-------,S * S * CL BB -- ** ** *,WAR.SSUF.CBTT.LNE.BBS,Battleship,
S*S*CLCV-------,S * S * CL CV -- ** ** *,WAR.SSUF.CBTT.LNE.CRR,Carrier,
S*S*CLCC-------,S * S * CL CC -- ** ** *,WAR.SSUF.CBTT.LNE.CRU,Cruiser,
S*S*CLDD-------,S * S * CL DD -- ** ** *,WAR.SSUF.CBTT.LNE.DD,Destroyer,
S*S*CLFF-------,S * S * CL FF -- ** ** *,WAR.SSUF.CBTT.LNE.FFR,Frigate/Corvette,
S*S*CLLL-------,S * S * CL LL -- ** ** *,WAR.SSUF.CBTT.LNE.LL,Littoral Combatant,
S*S*CLLLAS-----,S * S * CL LL AS ** ** *,WAR.SSUF.CBTT.LNE.LL.ASBW,Antisubmarine Warfare Mission Package,
S*S*CLLLMI-----,S * S * CL LL MI ** ** *,WAR.SSUF.CBTT.LNE.LL.MNEW,Mine Warfare Mission Package,
S*S*CLLLSU-----,S * S * CL LL SU ** ** *,WAR.SSUF.CBTT.LNE.LL.SUW,Surface Warfare (Suw) Mission Package,
S*S*CM---------,S * S * CM -- -- ** ** *,WAR.SSUF.CBTT.MNEWV,Mine Warfare Vessel,
S*S*CMMA-------,S * S * CM MA -- ** ** *,WAR.SSUF.CBTT.MNEWV.MCMSUP,Mcm Support,
S*S*CMMH-------,S * S * CM MH -- ** ** *,WAR.SSUF.CBTT.MNEWV.MNEHNT,Minehunter,
S*S*CMML-------,S * S * CM ML -- ** ** *,WAR.SSUF.CBTT.MNEWV.MNELYR,Minelayer,
S*S*CMMS-------,S * S * CM MS -- ** ** *,WAR.SSUF.CBTT.MNEWV.MNESWE,Minesweeper,
S*S*G----------,S * S * G- -- -- ** ** *,WAR.SSUF.CBTT.NAVGRP,Navy Group,
S*S*GC---------,S * S * GC -- -- ** ** *,WAR.SSUF.CBTT.NAVGRP.CNY,Convoy,
S*S*GT---------,S * S * GT -- -- ** ** *,WAR.SSUF.CBTT.NAVGRP.NAVTF,Navy Task Force,
S*S*GG---------,S * S * GG -- -- ** ** *,WAR.SSUF.CBTT.NAVGRP.NAVTG,Navy Task Group,
S*S*GU---------,S * S * GU -- -- ** ** *,WAR.SSUF.CBTT.NAVGRP.NAVTU,Navy Task Unit,
S*S*CP---------,S * S * CP -- -- ** ** *,WAR.SSUF.CBTT.PAT,Patrol,
S*S*CPSB-------,S * S * CP SB -- ** ** *,WAR.SSUF.CBTT.PAT.ASBW,Antisubmarine Warfare,
S*S*CPSU-------,S * S * CP SU -- ** ** *,WAR.SSUF.CBTT.PAT.ASUW,Antisurface Warfare,
S*S*CPSUM------,S * S * CP SU M- ** ** *,WAR.SSUF.CBTT.PAT.ASUW.ASMSL,Antiship Missile Patrol Craft,
S*S*CPSUG------,S * S * CP SU G- ** ** *,WAR.SSUF.CBTT.PAT.ASUW.GUN,Gun Patrol Craft,
S*S*CPSUT------,S * S * CP SU T- ** ** *,WAR.SSUF.CBTT.PAT.ASUW.TPD,Torpedo Patrol Craft,
S*S*CD---------,S * S * CD -- -- ** ** *,WAR.SSUF.CBTT.SUFDCY,Surface Decoy,
S*S*CU---------,S * S * CU -- -- ** ** *,WAR.SSUF.CBTT.USV,Unmanned Surface Vehicle,
S*S*CUS--------,S * S * CU S- -- ** ** *,WAR.SSUF.CBTT.USV.ASBW,Antisubmarine Warfare Surface Drone,
S*S*CUN--------,S * S * CU N- -- ** ** *,WAR.SSUF.CBTT.USV.ASUW,Antisurface Warfare Surface Drone,
S*S*CUM--------,S * S * CU M- -- ** ** *,WAR.SSUF.CBTT.USV.MNECM,Mine Countermeasures Surface Drone,
S*S*CUR--------,S * S * CU R- -- ** ** *,WAR.SSUF.CBTT.USV.RMV,Remote Multimission Vehicle,
S*S*N----------,S * S * N- -- -- ** ** *,WAR.SSUF.NCBTT,Noncombatant,
S*S*NF---------,S * S * NF -- -- ** ** *,WAR.SSUF.NCBTT.FLTSUP,Fleet Support,
S*S*NH---------,S * S * NH -- -- ** ** *,WAR.SSUF.NCBTT.HOV,Hovercraft,
S*S*NM---------,S * S * NM -- -- ** ** *,WAR.SSUF.NCBTT.HSPSHP,Hospital Ship,
S*S*NI---------,S * S * NI -- -- ** ** *,WAR.SSUF.NCBTT.INT,Intelligence,
S*S*NS---------,S * S * NS -- -- ** ** *,WAR.SSUF.NCBTT.SSH,Service & Support Harbor,
S*S*NR---------,S * S * NR -- -- ** ** *,WAR.SSUF.NCBTT.UWRPM,Underway Replenishment,
S*S*XF---------,S * S * XF -- -- ** ** *,WAR.SSUF.NMIL.FSG,Fishing,
S*S*XFDF-------,S * S * XF DF -- ** ** *,WAR.SSUF.NMIL.FSG.DRFT,Drifter,
S*S*XFDR-------,S * S * XF DR -- ** ** *,WAR.SSUF.NMIL.FSG.DRG,Dredge,
S*S*XFTR-------,S * S * XF TR -- ** ** *,WAR.SSUF.NMIL.FSG.TRW,Trawler,
S*S*XA---------,S * S * XA -- -- ** ** *,WAR.SSUF.NMIL.FSTREC,Fast Recreactional Craft,
S*S*XAR--------,S * S * XA R- -- ** ** *,WAR.SSUF.NMIL.FSTREC.RHIB,Rigid-Hull Inflatable Boat,
S*S*XAS--------,S * S * XA S- -- ** ** *,WAR.SSUF.NMIL.FSTREC.SPDBT,Speed Boat,
S*S*XH---------,S * S * XH -- -- ** ** *,WAR.SSUF.NMIL.HOV,Hovercraft,
S*S*XL---------,S * S * XL -- -- ** ** *,WAR.SSUF.NMIL.LAWENV,Law Enforcement Vessel,
S*S*XR---------,S * S * XR -- -- ** ** *,WAR.SSUF.NMIL.LESCRT,Leisure Craft,
S*S*XM---------,S * S * XM -- -- ** ** *,WAR.SSUF.NMIL.MCT,Merchant,
S*S*XMC--------,S * S * XM C- -- ** ** *,WAR.SSUF.NMIL.MCT.CGO,Cargo,
S*S*XMF--------,S * S * XM F- -- ** ** *,WAR.SSUF.NMIL.MCT.FRY,Ferry,
S*S*XMH--------,S * S * XM H- -- ** ** *,WAR.SSUF.NMIL.MCT.HAZMAT,Hazardous Materials (Hazmat),
S*S*XMO--------,S * S * XM O- -- ** ** *,WAR.SSUF.NMIL.MCT.OLR,Oiler/Tanker,
S*S*XMP--------,S * S * XM P- -- ** ** *,WAR.SSUF.NMIL.MCT.PSG,Passenger,
S*S*XMR--------,S * S * XM R- -- ** ** *,WAR.SSUF.NMIL.MCT.RORO,Roll On/Roll Off,
S*S*XMTO-------,S * S * XM TO -- ** ** *,WAR.SSUF.NMIL.MCT.TOWVES,Towing Vessel,
S*S*XMTU-------,S * S * XM TU -- ** ** *,WAR.SSUF.NMIL.MCT.TUG,Tug,
S*S*XP---------,S * S * XP -- -- ** ** *,WAR.SSUF.NMIL.PWC,Personal Watercraft,
S*S*O----------,S * S * O- -- -- ** ** *,WAR.SSUF.OWN,Own Track,
E*I*E----------,E * I * E- -- -- ** ** *,EMS.INCDNT.AIR,Air Incident,
E*I*EA---------,E * I * EA -- -- ** ** *,EMS.INCDNT.AIR.ACDNT,Air Accident,
O*O*HA---------,O * O * HA -- -- ** ** *,EMS.INCDNT.AIR.HJKG,Air Hijacking,
E*I*B----------,E * I * B- -- -- ** ** *,EMS.INCDNT.CRMACT,Criminal Activity Incident,
O*V*B----------,O * V * B- -- -- ** ** *,EMS.INCDNT.CRMACT.BM,Bomb,
E*I*BA---------,E * I * BA -- -- ** ** *,EMS.INCDNT.CRMACT.BMTHT,Bomb Threat,
E*I*BC---------,E * I * BC -- -- ** ** *,EMS.INCDNT.CRMACT.EXPLN,Explosion,
E*I*BD---------,E * I * BD -- -- ** ** *,EMS.INCDNT.CRMACT.LOOT,Looting,
O*V*P----------,O * V * P- -- -- ** ** *,EMS.INCDNT.CRMACT.PSNG,Poisoning,
E*I*BF---------,E * I * BF -- -- ** ** *,EMS.INCDNT.CRMACT.SHTG,Shooting,
E*I*A----------,E * I * A- -- -- ** ** *,EMS.INCDNT.CVDIS,Civil Disturbance Incident,
E*I*AC---------,E * I * AC -- -- ** ** *,EMS.INCDNT.CVDIS.CVRIOT,Civil Rioting,
O*O*D----------,O * O * D- -- -- ** ** *,EMS.INCDNT.CVDIS.DEMO,Civil Demonstration,
E*I*C----------,E * I * C- -- -- ** ** *,EMS.INCDNT.FIRE,Fire Incident,
E*I*CA---------,E * I * CA -- -- ** ** *,EMS.INCDNT.FIRE.HTSPT,Hot Spot,
E*I*CB---------,E * I * CB -- -- ** ** *,EMS.INCDNT.FIRE.NRES,Non-Residential Fire,
E*I*CC---------,E * I * CC -- -- ** ** *,EMS.INCDNT.FIRE.ORGN,Origin (Of Fire),
E*I*CD---------,E * I * CD -- -- ** ** *,EMS.INCDNT.FIRE.RES,Residential Fire,
E*I*CE---------,E * I * CE -- -- ** ** *,EMS.INCDNT.FIRE.SCH,School Fire,
E*I*CF---------,E * I * CF -- -- ** ** *,EMS.INCDNT.FIRE.SMK,Smoke,
E*I*CG---------,E * I * CG -- -- ** ** *,EMS.INCDNT.FIRE.SN,Special Needs Fire,
E*I*CH---------,E * I * CH -- -- ** ** *,EMS.INCDNT.FIRE.WLD,Wild Fire,
E*I*D----------,E * I * D- -- -- ** ** *,EMS.INCDNT.HAZMAT,Hazardous Material Incident,
E*I*DA---------,E * I * DA -- -- ** ** *,EMS.INCDNT.HAZMAT.CHMAGT,Chemical Agent,
E*I*DB---------,E * I * DB -- -- ** ** *,EMS.INCDNT.HAZMAT.CORMTL,Corrosive Material,
E*I*DD---------,E * I * DD -- -- ** ** *,EMS.INCDNT.HAZMAT.EXPLV,Explosive,
E*I*DE---------,E * I * DE -- -- ** ** *,EMS.INCDNT.HAZMAT.FLGAS,Flammable Gas,
E*I*DF---------,E * I * DF -- -- ** ** *,EMS.INCDNT.HAZMAT.FLLIQ,Flammable Liquid,
E*I*DG---------,E * I * DG -- -- ** ** *,EMS.INCDNT.HAZMAT.FLSLD,Flammable Solid,
E*I*DH---------,E * I * DH -- -- ** ** *,EMS.INCDNT.HAZMAT.NFLGAS,Non-Flammable Gas,
E*I*DI---------,E * I * DI -- -- ** ** *,EMS.INCDNT.HAZMAT.ORGPER,Organic Peroxide,
E*I*DJ---------,E * I * DJ -- -- ** ** *,EMS.INCDNT.HAZMAT.OXDZR,Oxidizer,
E*I*DK---------,E * I * DK -- -- ** ** *,EMS.INCDNT.HAZMAT.RADMTL,Radioactive Material,
E*I*DL---------,E * I * DL -- -- ** ** *,EMS.INCDNT.HAZMAT.SPCMB,Spontaneously Combustible,
E*I*DM---------,E * I * DM -- -- ** ** *,EMS.INCDNT.HAZMAT.TXGAS,Toxic Gas,
E*I*DN---------,E * I * DN -- -- ** ** *,EMS.INCDNT.HAZMAT.TXINF,Toxic And Infectious,
E*I*DO---------,E * I * DO -- -- ** ** *,EMS.INCDNT.HAZMAT.UNXORD,Unexploded Ordnance,
E*I*DC---------,E * I * DC -- -- ** ** *,EMS.INCDNT.HAZMAT.WHWET,Hazardous When Wet,
E*I*F----------,E * I * F- -- -- ** ** *,EMS.INCDNT.MRN,Marine Incident,
E*I*FA---------,E * I * FA -- -- ** ** *,EMS.INCDNT.MRN.ACDNT,Marine Accident,
O*O*HV---------,O * O * HV -- -- ** ** *,EMS.INCDNT.MRN.HJKG,Marine Hijacking,
E*I*G----------,E * I * G- -- -- ** ** *,EMS.INCDNT.RAIL,Rail Incident,
E*I*GA---------,E * I * GA -- -- ** ** *,EMS.INCDNT.RAIL.ACDNT,Rail Accident,
E*I*GB---------,E * I * GB -- -- ** ** *,EMS.INCDNT.RAIL.HJCK,Rail Hijacking,
E*I*H----------,E * I * H- -- -- ** ** *,EMS.INCDNT.VEH,Vehicle Incident,
E*I*HA---------,E * I * HA -- -- ** ** *,EMS.INCDNT.VEH.ACDNT,Vehicle Accident,
O*O*HT---------,O * O * HT -- -- ** ** *,EMS.INCDNT.VEH.HJKG,Vehicle Hijacking,
E*F*A-----H****,E * F * A- -- -- H* ** *,EMS.INFSTR.AGFD,Agriculture And Food Infrastructure,
E*F*AB----H****,E * F * AB -- -- H* ** *,EMS.INFSTR.AGFD.AFL,Animal Feedlot,
E*F*AA----H****,E * F * AA -- -- H* ** *,EMS.INFSTR.AGFD.AGLAB,Agricultural Laboratory,
E*F*AC----H****,E * F * AC -- -- H* ** *,EMS.INFSTR.AGFD.CFDC,Commercial Food Distribution Center,
E*F*AF----H****,E * F * AF -- -- H* ** *,EMS.INFSTR.AGFD.FDRTL,Food Retail,
E*F*AE----H****,E * F * AE -- -- H* ** *,EMS.INFSTR.AGFD.FPC,Food Production Center,
E*F*AD----H****,E * F * AD -- -- H* ** *,EMS.INFSTR.AGFD.FRMRNC,Farm/Ranch,
E*F*AG----H****,E * F * AG -- -- H* ** *,EMS.INFSTR.AGFD.GRSTR,Grain Storage,
E*F*B-----H****,E * F * B- -- -- H* ** *,EMS.INFSTR.BFI,Banking Finance And Insurance Infrastructure,
E*F*BA---------,E * F * BA -- -- ** ** *,EMS.INFSTR.BFI.ATM,Atm,
E*F*BB----H****,E * F * BB -- -- H* ** *,EMS.INFSTR.BFI.BANK,Bank,
E*F*BC----H****,E * F * BC -- -- H* ** *,EMS.INFSTR.BFI.BLSTR,Bullion Storage,
E*F*BE----H****,E * F * BE -- -- H* ** *,EMS.INFSTR.BFI.FINEX,Financial Exchange,
E*F*BD----H****,E * F * BD -- -- H* ** *,EMS.INFSTR.BFI.FRB,Federal Reserve Bank,
E*F*BF----H****,E * F * BF -- -- H* ** *,EMS.INFSTR.BFI.FSO,Financial Services Other,
E*F*C-----H****,E * F * C- -- -- H* ** *,EMS.INFSTR.CMCL,Commercial Infrastructure,
E*F*CI----H****,E * F * CI -- -- H* ** *,EMS.INFSTR.CMCL.CHWS,Contaminated Hazardous Waste Site,
E*F*CA----H****,E * F * CA -- -- H* ** *,EMS.INFSTR.CMCL.CMLPLN,Chemical Plant,
E*F*CB----H****,E * F * CB -- -- H* ** *,EMS.INFSTR.CMCL.FIRMAN,Firearms Manufacturer,
E*F*CC----H****,E * F * CC -- -- H* ** *,EMS.INFSTR.CMCL.FIRRET,Firearms Retailer,
E*F*CD----H****,E * F * CD -- -- H* ** *,EMS.INFSTR.CMCL.HZMTPR,Hazardous Material Production,
E*F*CE----H****,E * F * CE -- -- H* ** *,EMS.INFSTR.CMCL.HZMTST,Hazardous Material Storage,
E*F*CF----H****,E * F * CF -- -- H* ** *,EMS.INFSTR.CMCL.INDSTE,Industrial Site,
E*F*CG----H****,E * F * CG -- -- H* ** *,EMS.INFSTR.CMCL.LNDFL,Landfill,
